,utterance,intent
12792,"Sup, I'm interested in snagging Mister Mart. You got it?",BuyGame
12793,"Sup, I'm interested in snagging Alien Shooter: Revisited. You got it?",BuyGame
12794,"Sup, I'm interested in snagging Jack & the creepy Castle. You got it?",BuyGame
12795,"Sup, I'm interested in snagging Evil Cogs. You got it?",BuyGame
12796,"Sup, I'm interested in snagging A Timely Intervention. You got it?",BuyGame
12797,"Sup, I'm interested in snagging Charlie the Duck. You got it?",BuyGame
12798,Hey there! Can I purchase Super Pixel Smash? Lemme know!,BuyGame
12799,Hey there! Can I purchase Yohjo Simulator? Lemme know!,BuyGame
12800,Hey there! Can I purchase Grimsfield? Lemme know!,BuyGame
12801,Hey there! Can I purchase Cobos? Lemme know!,BuyGame
12802,Hey there! Can I purchase A Study in Steampunk: Choice by Gaslight? Lemme know!,BuyGame
12803,Hey there! Can I purchase Samurai of Hyuga Book 2? Lemme know!,BuyGame
12804,Hey there! Can I purchase Hypertrain? Lemme know!,BuyGame
12805,Hey there! Can I purchase Alicia Quatermain 2: The Stone of Fate? Lemme know!,BuyGame
12806,Hey there! Can I purchase Slash/Dots.? Lemme know!,BuyGame
12807,Hey there! Can I purchase Super Golf 2018? Lemme know!,BuyGame
12808,Wassup! I wanna buy Dead Moon - Revenge on Phobos -. How much?,BuyGame
12809,Wassup! I wanna buy Mech Troid. How much?,BuyGame
12810,Wassup! I wanna buy Planet Unknown Runner. How much?,BuyGame
12811,"Wassup! I wanna buy Spy Fox 2 ""Some Assembly Required"". How much?",BuyGame
12812,Wassup! I wanna buy Light Repair Team #4. How much?,BuyGame
12813,Wassup! I wanna buy Ulama: Arena of the Gods. How much?,BuyGame
12814,Wassup! I wanna buy The Forestale. How much?,BuyGame
12815,Wassup! I wanna buy Mango Cart. How much?,BuyGame
12816,Wassup! I wanna buy Entangle. How much?,BuyGame
12817,Wassup! I wanna buy Super ComboMan: Smash Edition. How much?,BuyGame
12818,"Hi, do you have Dr. Cares - Amy's Pet Clinic? I wanna buy it.",BuyGame
12819,"Hi, do you have FLASHOUT 2? I wanna buy it.",BuyGame
12820,"Hi, do you have Never Split the Party? I wanna buy it.",BuyGame
12821,"Hi, do you have Heroes of the Seven Seas VR? I wanna buy it.",BuyGame
12823,"Hi, do you have Medusa's Labyrinth? I wanna buy it.",BuyGame
12824,"Hi, do you have Vacation Simulator? I wanna buy it.",BuyGame
12825,"Hi, do you have Axis Football 2016? I wanna buy it.",BuyGame
12826,"Hi, do you have CAFE 0 ~The Sleeping Beast~? I wanna buy it.",BuyGame
12827,"Hi, do you have Reframed? I wanna buy it.",BuyGame
12828,Hey! I'm keen on getting Alea. Can you help me out?,BuyGame
12829,Hey! I'm keen on getting Hidden & Dangerous 2: Courage Under Fire. Can you help me out?,BuyGame
12830,Hey! I'm keen on getting Extreme Painting Puzzles. Can you help me out?,BuyGame
12831,Hey! I'm keen on getting Micro Machines World Series. Can you help me out?,BuyGame
12832,Hey! I'm keen on getting SAS: Zombie Assault 4. Can you help me out?,BuyGame
12833,Hey! I'm keen on getting The Enlightened League of Bone Builders and the Osseous Enigma. Can you help me out?,BuyGame
12834,Hey! I'm keen on getting Hakoniwa Explorer Plus. Can you help me out?,BuyGame
12835,Hey! I'm keen on getting Celestial Hacker Girl Jessica. Can you help me out?,BuyGame
12836,Hey! I'm keen on getting Kingspray Graffiti VR. Can you help me out?,BuyGame
12837,Hey! I'm keen on getting STARDROP. Can you help me out?,BuyGame
12838,"Hey yo, hook me up with Weaponry Dealer VR, please!",BuyGame
12839,"Hey yo, hook me up with Just A Dream, please!",BuyGame
12840,"Hey yo, hook me up with Banzai Escape, please!",BuyGame
12841,"Hey yo, hook me up with MOAI 2: Path to Another World, please!",BuyGame
12842,"Hey yo, hook me up with Kim Jong-Boom, please!",BuyGame
12843,"Hey yo, hook me up with Wasteland 2: Director's Cut, please!",BuyGame
12844,"Hey yo, hook me up with Combat Air Patrol 2: Military Flight Simulator, please!",BuyGame
12845,"Hey yo, hook me up with Wisdom of War, please!",BuyGame
12846,"Hey yo, hook me up with Geometry Runner Online, please!",BuyGame
12847,"Hey yo, hook me up with Promethium, please!",BuyGame
12848,"Hello, can you assist me in buying Big Journey to Home?",BuyGame
12849,"Hello, can you assist me in buying Death Coming?",BuyGame
12850,"Hello, can you assist me in buying 干支セトラ　陽ノ卷｜干支etc.　陽之卷?",BuyGame
12851,"Hello, can you assist me in buying Power & Revolution?",BuyGame
12852,"Hello, can you assist me in buying H.I.S.T.O.R.Y T.O.R.C.H.K.A?",BuyGame
12853,"Hello, can you assist me in buying Burak Bahar's Unseen Anchor?",BuyGame
12854,"Hello, can you assist me in buying The LEGO® Movie - Videogame?",BuyGame
12855,"Hello, can you assist me in buying DinoBlaster?",BuyGame
12856,"Hello, can you assist me in buying NaziShoot?",BuyGame
12857,"Hello, can you assist me in buying Construction Machines 2014?",BuyGame
12858,"Hey, I'm interested in purchasing Twisted Sails. Got it in stock?",BuyGame
12859,"Hey, I'm interested in purchasing Sink or Skim. Got it in stock?",BuyGame
12860,"Hey, I'm interested in purchasing Odyssey - The Story of Science. Got it in stock?",BuyGame
12861,"Hey, I'm interested in purchasing Runaway VR. Got it in stock?",BuyGame
12862,"Hey, I'm interested in purchasing ENGAGE. Got it in stock?",BuyGame
12863,"Hey, I'm interested in purchasing Candy Thieves - Tale of Gnomes. Got it in stock?",BuyGame
12864,"Hey, I'm interested in purchasing Ultionus: A Tale of Petty Revenge. Got it in stock?",BuyGame
12865,"Hey, I'm interested in purchasing Proletarian Budget Survival. Got it in stock?",BuyGame
12866,"Hey, I'm interested in purchasing Ring Runner: Flight of the Sages. Got it in stock?",BuyGame
12867,"Hey, I'm interested in purchasing Castle Invasion: Throne Out. Got it in stock?",BuyGame
12868,Hey there! Can I grab Bonny's Adventure from you?,BuyGame
12869,Hey there! Can I grab ULTIMATE MARVEL VS. CAPCOM 3 from you?,BuyGame
12870,Hey there! Can I grab Fading Visage from you?,BuyGame
12871,Hey there! Can I grab Bot Vice from you?,BuyGame
12872,Hey there! Can I grab Telltale Texas Hold ‘Em from you?,BuyGame
12873,Hey there! Can I grab BE THE HERO from you?,BuyGame
12874,Hey there! Can I grab Metrocide from you?,BuyGame
12875,Hey there! Can I grab Bank Limit : Advanced Battle Racing from you?,BuyGame
12876,Hey there! Can I grab MIND: Path to Thalamus Enhanced Edition from you?,BuyGame
12877,Hey there! Can I grab League of Light: Silent Mountain Collector's Edition from you?,BuyGame
12878,"Yo, do you have Wasteland 1 - The Original Classic? I wanna buy it.",BuyGame
12879,"Yo, do you have Alien Shooter? I wanna buy it.",BuyGame
12880,"Yo, do you have Riddles Of The Past? I wanna buy it.",BuyGame
12881,"Yo, do you have Orb The Ball? I wanna buy it.",BuyGame
12882,"Yo, do you have Armikrog? I wanna buy it.",BuyGame
12883,"Yo, do you have Shuffle!? I wanna buy it.",BuyGame
12884,"Yo, do you have Luke Sidewalker? I wanna buy it.",BuyGame
12885,"Yo, do you have PWND? I wanna buy it.",BuyGame
12886,"Yo, do you have Oddworld: Stranger's Wrath HD? I wanna buy it.",BuyGame
12887,"Yo, do you have Space Panic Arena? I wanna buy it.",BuyGame
12888,"Hey, can I get Ice Cream Factory? Lemme know!",BuyGame
12889,"Hey, can I get The Mimic? Lemme know!",BuyGame
12890,"Hey, can I get Running Naked Simulator 2019? Lemme know!",BuyGame
12891,"Hey, can I get Vaccine? Lemme know!",BuyGame
12892,"Hey, can I get Patent9 - Goddess of Trust? Lemme know!",BuyGame
12893,"Hey, can I get Transport Services? Lemme know!",BuyGame
12894,"Hey, can I get Gravity Ball? Lemme know!",BuyGame
12896,"Hey, can I get DrillsVR? Lemme know!",BuyGame
12897,"Hey, can I get Hearts of Chaos? Lemme know!",BuyGame
12898,Wassup! I'm looking to buy Quar: Battle for Gate 18. You got it?,BuyGame
12899,Wassup! I'm looking to buy Typefighters (Steam Edition). You got it?,BuyGame
12900,Wassup! I'm looking to buy Eggs 1942. You got it?,BuyGame
12901,Wassup! I'm looking to buy Super Weekend Mode. You got it?,BuyGame
12902,Wassup! I'm looking to buy Plug & Play. You got it?,BuyGame
12903,Wassup! I'm looking to buy openCanvas 6. You got it?,BuyGame
12904,Wassup! I'm looking to buy 3SwitcheD. You got it?,BuyGame
12905,Wassup! I'm looking to buy Blitzkrieg Anthology. You got it?,BuyGame
12906,Wassup! I'm looking to buy JumpStream. You got it?,BuyGame
12907,Wassup! I'm looking to buy Shadowgrounds Survivor. You got it?,BuyGame
12908,"Hiya, I'm interested in Garrison Gauntlet. Do you have it?",BuyGame
12909,"Hiya, I'm interested in Holdfast: Nations At War. Do you have it?",BuyGame
12910,"Hiya, I'm interested in Hyspherical 2. Do you have it?",BuyGame
12911,"Hiya, I'm interested in PixBit. Do you have it?",BuyGame
12912,"Hiya, I'm interested in Flip. Do you have it?",BuyGame
12913,"Hiya, I'm interested in Sid Meier's Starships. Do you have it?",BuyGame
12914,"Hiya, I'm interested in Forward Line. Do you have it?",BuyGame
12915,"Hiya, I'm interested in Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals. Do you have it?",BuyGame
12916,"Hiya, I'm interested in Captivus. Do you have it?",BuyGame
12917,"Hiya, I'm interested in Far Cry® 5. Do you have it?",BuyGame
12918,"Hey, I wanna snag Adrenaline Adventure. Can you hook me up?",BuyGame
12919,"Hey, I wanna snag WyVRn. Can you hook me up?",BuyGame
12920,"Hey, I wanna snag Zombie Exodus: Safe Haven. Can you hook me up?",BuyGame
12921,"Hey, I wanna snag DOOM 3. Can you hook me up?",BuyGame
12922,"Hey, I wanna snag The Tiny Tale 2. Can you hook me up?",BuyGame
12923,"Hey, I wanna snag Blitzkrieg 2 Anthology. Can you hook me up?",BuyGame
12924,"Hey, I wanna snag Nancy Drew®: Ghost Dogs of Moon Lake. Can you hook me up?",BuyGame
12925,"Hey, I wanna snag WolfQuest. Can you hook me up?",BuyGame
12926,"Hey, I wanna snag tick-hunter. Can you hook me up?",BuyGame
12927,"Hey, I wanna snag 30 Seconds To Jail. Can you hook me up?",BuyGame
12928,"Hey yo, I'm looking to purchase Tale of Palmi. Got it in stock?",BuyGame
12929,"Hey yo, I'm looking to purchase Roman The Worm. Got it in stock?",BuyGame
12930,"Hey yo, I'm looking to purchase RPS Runner. Got it in stock?",BuyGame
12931,"Hey yo, I'm looking to purchase WILL: A Wonderful World / WILL：美好世界. Got it in stock?",BuyGame
12932,"Hey yo, I'm looking to purchase STAR WARS™ Episode I Racer. Got it in stock?",BuyGame
12933,"Hey yo, I'm looking to purchase Galactic Civilizations® II: Ultimate Edition. Got it in stock?",BuyGame
12934,"Hey yo, I'm looking to purchase Drawn®: Dark Flight™ Collector's Edition. Got it in stock?",BuyGame
12935,"Hey yo, I'm looking to purchase Longboard Stunts and Tricks. Got it in stock?",BuyGame
12936,"Hey yo, I'm looking to purchase Conan the mighty pig. Got it in stock?",BuyGame
12937,"Hey yo, I'm looking to purchase Celestial Breach. Got it in stock?",BuyGame
12938,"Hello, can you help me buy Zombie Commander?",BuyGame
12939,"Hello, can you help me buy Gem Rush?",BuyGame
12940,"Hello, can you help me buy Echoes of the Fey Episode 0: The Immolation?",BuyGame
12941,"Hello, can you help me buy STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™?",BuyGame
12942,"Hello, can you help me buy Nyan Cat: Lost In Space?",BuyGame
12943,"Hello, can you help me buy Gardenarium?",BuyGame
12944,"Hello, can you help me buy Flight of Light?",BuyGame
12945,"Hello, can you help me buy Ria's Hook?",BuyGame
12946,"Hello, can you help me buy Trivia Vault: Mixed Trivia?",BuyGame
12947,"Hello, can you help me buy PlanTechtor?",BuyGame
12948,"Hey, do you guys have Tap Tap Legions - Epic battles within 5 seconds!? I wanna buy it.",BuyGame
12949,"Hey, do you guys have Uizuno Blade VR? I wanna buy it.",BuyGame
12950,"Hey, do you guys have Reentry - An Orbital Simulator? I wanna buy it.",BuyGame
12951,"Hey, do you guys have Forget Me Not: My Organic Garden? I wanna buy it.",BuyGame
12952,"Hey, do you guys have Zombie City Defense 2? I wanna buy it.",BuyGame
12953,"Hey, do you guys have Rising Angels: Hope? I wanna buy it.",BuyGame
12954,"Hey, do you guys have Pilot Brothers 2? I wanna buy it.",BuyGame
12955,"Hey, do you guys have Reflecting Fate? I wanna buy it.",BuyGame
12956,"Hey, do you guys have We Need To Go Deeper? I wanna buy it.",BuyGame
12957,"Hey, do you guys have LIBRARY? I wanna buy it.",BuyGame
12958,"Yo, can I cop Trino? Lemme know!",BuyGame
12959,"Yo, can I cop Redline? Lemme know!",BuyGame
12960,"Yo, can I cop Magic Gun? Lemme know!",BuyGame
12961,"Yo, can I cop Pixel To The West? Lemme know!",BuyGame
12962,"Yo, can I cop A Haunting : Witching Hour? Lemme know!",BuyGame
12963,"Yo, can I cop Spykebots? Lemme know!",BuyGame
12964,"Yo, can I cop ABYSS? Lemme know!",BuyGame
12965,"Yo, can I cop Perfect Universe - Play with Gravity? Lemme know!",BuyGame
12966,"Yo, can I cop All Is Dust? Lemme know!",BuyGame
12967,"Yo, can I cop The Prometheus Secret Noohra? Lemme know!",BuyGame
12968,"Sup, I'm interested in snagging Shooty Fruity. You got it?",BuyGame
12969,"Sup, I'm interested in snagging Other Tanks. You got it?",BuyGame
12970,"Sup, I'm interested in snagging Donjon Defense. You got it?",BuyGame
12971,"Sup, I'm interested in snagging Dyscourse. You got it?",BuyGame
12972,"Sup, I'm interested in snagging Terminal Hacker. You got it?",BuyGame
12973,"Sup, I'm interested in snagging The Cold War Era. You got it?",BuyGame
12974,"Sup, I'm interested in snagging MANIC MINERS. You got it?",BuyGame
12975,"Sup, I'm interested in snagging The Council. You got it?",BuyGame
12976,"Sup, I'm interested in snagging The St Christopher's School Lockdown. You got it?",BuyGame
12977,"Sup, I'm interested in snagging Ultimate Tic-Tac-Toe. You got it?",BuyGame
12978,Hey there! Can I purchase peakvox Escape Virus HD? Lemme know!,BuyGame
12979,Hey there! Can I purchase Animal Force? Lemme know!,BuyGame
12980,Hey there! Can I purchase Criminal Pursuit Force? Lemme know!,BuyGame
12981,Hey there! Can I purchase VR Jogger? Lemme know!,BuyGame
12982,Hey there! Can I purchase Holo-Graham? Lemme know!,BuyGame
12983,Hey there! Can I purchase Dark Maze? Lemme know!,BuyGame
12984,Hey there! Can I purchase Triton Wing? Lemme know!,BuyGame
12985,Hey there! Can I purchase Dragon Age: Origins? Lemme know!,BuyGame
12986,Hey there! Can I purchase Yousei? Lemme know!,BuyGame
12987,Hey there! Can I purchase Heart of the Kingdom: Rebellion? Lemme know!,BuyGame
12988,Wassup! I wanna buy The little vampir. How much?,BuyGame
12989,Wassup! I wanna buy JQ: Beautiful Japan. How much?,BuyGame
12990,Wassup! I wanna buy Soccer Battle Royale. How much?,BuyGame
12991,Wassup! I wanna buy Artillery Cats. How much?,BuyGame
12992,Wassup! I wanna buy DCS World Steam Edition. How much?,BuyGame
12993,"Wassup! I wanna buy Warhammer 40,000: Space Wolf. How much?",BuyGame
12994,Wassup! I wanna buy BIOS. How much?,BuyGame
12995,Wassup! I wanna buy Welcome to Light Fields. How much?,BuyGame
12996,Wassup! I wanna buy TAYAL. How much?,BuyGame
12997,Wassup! I wanna buy Awesome Pea. How much?,BuyGame
12998,"Hi, do you have Orcs Must Die!? I wanna buy it.",BuyGame
12999,"Hi, do you have Wildlife VR? I wanna buy it.",BuyGame
13000,"Hi, do you have Horny Fighter? I wanna buy it.",BuyGame
13001,"Hi, do you have 古剑奇谭二(GuJian2)? I wanna buy it.",BuyGame
13002,"Hi, do you have Blues and Bullets? I wanna buy it.",BuyGame
13003,"Hi, do you have Fantasyland? I wanna buy it.",BuyGame
13004,"Hi, do you have Tyran? I wanna buy it.",BuyGame
13005,"Hi, do you have Kumoon : Ballistic Physics Puzzle? I wanna buy it.",BuyGame
13006,"Hi, do you have Dragon's Sin? I wanna buy it.",BuyGame
13007,"Hi, do you have Epic Snails? I wanna buy it.",BuyGame
13008,Hey! I'm keen on getting Zombie Town. Can you help me out?,BuyGame
13009,Hey! I'm keen on getting Phantasmat: The Endless Night Collector's Edition. Can you help me out?,BuyGame
13010,Hey! I'm keen on getting Legends of the Universe - Cosmic Bounty. Can you help me out?,BuyGame
13011,Hey! I'm keen on getting Zombie City. Can you help me out?,BuyGame
13012,Hey! I'm keen on getting Survival Maze. Can you help me out?,BuyGame
13013,Hey! I'm keen on getting Spellcasting Collection. Can you help me out?,BuyGame
13014,Hey! I'm keen on getting Professor Why™: The Quantum Eye. Can you help me out?,BuyGame
13015,Hey! I'm keen on getting Baseball Mogul 2018. Can you help me out?,BuyGame
13016,Hey! I'm keen on getting Joust. Can you help me out?,BuyGame
13017,Hey! I'm keen on getting Sweaty Palms. Can you help me out?,BuyGame
13018,"Hey yo, hook me up with Blind Love, please!",BuyGame
13019,"Hey yo, hook me up with BoX -containment-, please!",BuyGame
13020,"Hey yo, hook me up with Stop Santa - Tower Defense, please!",BuyGame
13021,"Hey yo, hook me up with Slay the Spire, please!",BuyGame
13022,"Hey yo, hook me up with The 37th Week, please!",BuyGame
